FIPS_Code,State,Area_Name,Attribute,Value,Dataset
6039,CA,Madera County,Rural_Urban_Continuum_Code_2023,1.0,poverty
6039,CA,Madera County,POVALL_2023,28046.0,poverty
6039,CA,Madera County,CI90LBALL_2023,23870.0,poverty
6039,CA,Madera County,CI90UBALL_2023,32222.0,poverty
6039,CA,Madera County,PCTPOVALL_2023,18.0,poverty
6039,CA,Madera County,CI90LBALLP_2023,15.3,poverty
6039,CA,Madera County,CI90UBALLP_2023,20.7,poverty
6039,CA,Madera County,POV017_2023,10423.0,poverty
6039,CA,Madera County,CI90LB017_2023,8522.0,poverty
6039,CA,Madera County,CI90UB017_2023,12324.0,poverty
6039,CA,Madera County,PCTPOV017_2023,24.2,poverty
6039,CA,Madera County,CI90LB017P_2023,19.8,poverty
6039,CA,Madera County,CI90UB017P_2023,28.6,poverty
6039,CA,Madera County,POV517_2023,7650.0,poverty
6039,CA,Madera County,CI90LB517_2023,6203.0,poverty
6039,CA,Madera County,CI90UB517_2023,9097.0,poverty
6039,CA,Madera County,PCTPOV517_2023,23.6,poverty
6039,CA,Madera County,CI90LB517P_2023,19.1,poverty
6039,CA,Madera County,CI90UB517P_2023,28.1,poverty
6039,CA,Madera County,MEDHHINC_2023,66084.0,poverty
6039,CA,Madera County,CI90LBINC_2023,61331.0,poverty
6039,CA,Madera County,CI90UBINC_2023,70837.0,poverty
6041,CA,Marin County,Rural_Urban_Continuum_Code_2023,1.0,poverty
6041,CA,Marin County,POVALL_2023,21535.0,poverty
